有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
700144　宏觀凱基56購01,TW25Z7001444,2025/10/03,上櫃,,RWSCCA,
700146　東洋凱基56購01,TW25Z7001469,2025/10/03,上櫃,,RWSCCA,
700153　M31元大56購02,TW25Z7001535,2025/10/03,上櫃,,RWSCCA,
700154　中光電元大57購02,TW25Z7001543,2025/10/03,上櫃,,RWSCCA,
700155　中光電元大5A購02,TW25Z7001550,2025/10/03,上櫃,,RWSCCA,
700157　宜鼎元大56購01,TW25Z7001576,2025/10/03,上櫃,,RWSCCA,
700164　威剛元大56購01,TW25Z7001642,2025/10/03,上櫃,,RWSCCA,
700170　廣明元大56購01,TW25Z7001709,2025/10/03,上櫃,,RWSCCA,
700171　廣明元大57購02,TW25Z7001717,2025/10/03,上櫃,,RWSCCA,
700173　雙鴻元大5A購02,TW25Z7001733,2025/10/03,上櫃,,RWSCCA,
700176　中光電群益5A購01,TW25Z7001766,2025/10/03,上櫃,,RWSCCA,
700179　旺矽群益57購04,TW25Z7001790,2025/10/03,上櫃,,RWSCCA,
700180　東洋群益56購01,TW25Z7001808,2025/10/03,上櫃,,RWSCCA,
700184　M31統一58購03,TW25Z7001840,2025/10/03,上櫃,,RWSCCA,
700185　中光電統一59購04,TW25Z7001857,2025/10/03,上櫃,,RWSCCA,
700186　中光電統一6A購01,TW25Z7001865,2025/10/03,上櫃,,RWSCCA,
700187　中美晶統一58購02,TW25Z7001873,2025/10/03,上櫃,,RWSCCA,
700188　中美晶統一5A購02,TW25Z7001881,2025/10/03,上櫃,,RWSCCA,
700189　協易機統一5A購01,TW25Z7001899,2025/10/03,上櫃,,RWSCCA,
700190　昇達科統一65購01,TW25Z7001907,2025/10/03,上櫃,,RWSCCA,
700191　朋程統一5A購01,TW25Z7001915,2025/10/03,上櫃,,RWSCCA,
700192　朋程統一6A購01,TW25Z7001923,2025/10/03,上櫃,,RWSCCA,
700193　東洋統一61購01,TW25Z7001931,2025/10/03,上櫃,,RWSCCA,
700194　長聖統一61購01,TW25Z7001949,2025/10/03,上櫃,,RWSCCA,
700195　家登統一5A購01,TW25Z7001956,2025/10/03,上櫃,,RWSCCA,
700196　振曜統一5A購01,TW25Z7001964,2025/10/03,上櫃,,RWSCCA,
700197　晶宏統一5A購01,TW25Z7001972,2025/10/03,上櫃,,RWSCCA,
700198　智冠統一5C購01,TW25Z7001980,2025/10/03,上櫃,,RWSCCA,
700199　華景電統一61購01,TW25Z7001998,2025/10/03,上櫃,,RWSCCA,
700200　萬潤統一58購04,TW25Z7002004,2025/10/03,上櫃,,RWSCCA,
700201　萬潤統一6A購01,TW25Z7002012,2025/10/03,上櫃,,RWSCCA,
700202　鈺太統一5A購01,TW25Z7002020,2025/10/03,上櫃,,RWSCCA,
700203　聰泰統一5A購01,TW25Z7002038,2025/10/03,上櫃,,RWSCCA,
700204　雙鴻統一5A購01,TW25Z7002046,2025/10/03,上櫃,,RWSCCA,
700205　雙鴻統一61購01,TW25Z7002053,2025/10/03,上櫃,,RWSCCA,
700206　雙鴻統一61購02,TW25Z7002061,2025/10/03,上櫃,,RWSCCA,
700207　雙鴻統一6A購01,TW25Z7002079,2025/10/03,上櫃,,RWSCCA,
700208　騰雲統一6A購01,TW25Z7002087,2025/10/03,上櫃,,RWSCCA,
700227　中光電元大57購03,TW25Z7002277,2025/10/07,上櫃,,RWSCCA,
700228　系微元大59購02,TW25Z7002285,2025/10/07,上櫃,,RWSCCA,
700229　宜鼎元大57購01,TW25Z7002293,2025/10/07,上櫃,,RWSCCA,
700230　旺矽元大56購01,TW25Z7002301,2025/10/07,上櫃,,RWSCCA,
700231　旺矽元大5A購01,TW25Z7002319,2025/10/07,上櫃,,RWSCCA,
700232　昇達科元大57購03,TW25Z7002327,2025/10/07,上櫃,,RWSCCA,
700243　萬潤元大59購01,TW25Z7002434,2025/10/07,上櫃,,RWSCCA,
700247　原相兆豐56購01,TW25Z7002475,2025/10/07,上櫃,,RWSCCA,
700249　M31富邦56購01,TW25Z7002491,2025/10/07,上櫃,,RWSCCE,
700250　中光電富邦57購01,TW25Z7002509,2025/10/07,上櫃,,RWSCCE,
700252　良維富邦56購01,TW25Z7002525,2025/10/07,上櫃,,RWSCCE,
700253　旺矽富邦57購01,TW25Z7002533,2025/10/07,上櫃,,RWSCCE,
700254　鈊象富邦56購02,TW25Z7002541,2025/10/07,上櫃,,RWSCCE,
700255　萬潤富邦56購01,TW25Z7002558,2025/10/07,上櫃,,RWSCCE,
700256　雙鴻富邦56購03,TW25Z7002566,2025/10/07,上櫃,,RWSCCE,
700257　大世科統一6A購01,TW25Z7002574,2025/10/07,上櫃,,RWSCCA,
700258　大綜統一6A購01,TW25Z7002582,2025/10/07,上櫃,,RWSCCA,
700259　光焱統一5A購02,TW25Z7002590,2025/10/07,上櫃,,RWSCCA,
700260　同致統一5A購01,TW25Z7002608,2025/10/07,上櫃,,RWSCCA,
700261　宜鼎統一6A購01,TW25Z7002616,2025/10/07,上櫃,,RWSCCA,
700262　尚凡*統一6A購01,TW25Z7002624,2025/10/07,上櫃,,RWSCCA,
700263　旺矽統一6A購01,TW25Z7002632,2025/10/07,上櫃,,RWSCCA,
700264　長聖統一6A購01,TW25Z7002640,2025/10/07,上櫃,,RWSCCA,
700265　信昌電統一58購01,TW25Z7002657,2025/10/07,上櫃,,RWSCCA,
700266　信昌電統一58購02,TW25Z7002665,2025/10/07,上櫃,,RWSCCA,
700267　建榮統一6A購01,TW25Z7002673,2025/10/07,上櫃,,RWSCCA,
700268　昱展統一58購06,TW25Z7002681,2025/10/07,上櫃,,RWSCCA,
700269　昱展統一6A購01,TW25Z7002699,2025/10/07,上櫃,,RWSCCA,
700270　創惟統一5A購01,TW25Z7002707,2025/10/07,上櫃,,RWSCCA,
700271　新鉅科統一6A購01,TW25Z7002715,2025/10/07,上櫃,,RWSCCA,
700272　聖暉*統一59購01,TW25Z7002723,2025/10/07,上櫃,,RWSCCA,
700273　優群統一6A購01,TW25Z7002731,2025/10/07,上櫃,,RWSCCA,
700274　鴻呈統一5A購01,TW25Z7002749,2025/10/07,上櫃,,RWSCCA,
700275　雙鴻統一6A購02,TW25Z7002756,2025/10/07,上櫃,,RWSCCA,
700276　鏵友益統一6A購01,TW25Z7002764,2025/10/07,上櫃,,RWSCCA,
700277　鑫聯統一5A購01,TW25Z7002772,2025/10/07,上櫃,,RWSCCA,
700279　良維國票5C購01,TW25Z7002798,2025/10/07,上櫃,,RWSCCA,
700282　信昌電國票56購02,TW25Z7002822,2025/10/08,上櫃,,RWSCCA,
700283　信昌電國票57購01,TW25Z7002830,2025/10/08,上櫃,,RWSCCA,
700300　雙鴻中信5A購01,TW25Z7003002,2025/10/07,上櫃,,RWSCCE,
700302　光焱永豐57購01,TW25Z7003028,2025/10/07,上櫃,,RWSCCA,
700306　皇田永豐56購01,TW25Z7003069,2025/10/07,上櫃,,RWSCCA,
700310　中光電群益58購01,TW25Z7003101,2025/10/07,上櫃,,RWSCCA,
700329　弘塑凱基56購03,TW25Z7003291,2025/10/08,上櫃,,RWSCCA,
700330　旺矽凱基5A購01,TW25Z7003309,2025/10/08,上櫃,,RWSCCA,
700342　大世科統一6A購02,TW25Z7003424,2025/10/08,上櫃,,RWSCCA,
700343　中光電統一6A購02,TW25Z7003432,2025/10/08,上櫃,,RWSCCA,
700344　尼克森統一5A購01,TW25Z7003440,2025/10/08,上櫃,,RWSCCA,
700345　立碁統一6A購01,TW25Z7003457,2025/10/08,上櫃,,RWSCCA,
700346　良維統一6A購01,TW25Z7003465,2025/10/08,上櫃,,RWSCCA,
700347　尚凡*統一5A購01,TW25Z7003473,2025/10/08,上櫃,,RWSCCA,
700348　昱展統一6A購02,TW25Z7003481,2025/10/08,上櫃,,RWSCCA,
700349　茂達統一56購03,TW25Z7003499,2025/10/08,上櫃,,RWSCCA,
700350　茂達統一61購01,TW25Z7003507,2025/10/08,上櫃,,RWSCCA,
700351　竑騰統一5A購01,TW25Z7003515,2025/10/08,上櫃,,RWSCCA,
700352　新鉅科統一5A購01,TW25Z7003523,2025/10/08,上櫃,,RWSCCA,
700353　新鉅科統一6A購02,TW25Z7003531,2025/10/08,上櫃,,RWSCCA,
700354　聖暉*統一6A購01,TW25Z7003549,2025/10/08,上櫃,,RWSCCA,
700355　撼訊統一6A購01,TW25Z7003556,2025/10/08,上櫃,,RWSCCA,
700356　擎亞統一6A購01,TW25Z7003564,2025/10/08,上櫃,,RWSCCA,
700357　聰泰統一6A購01,TW25Z7003572,2025/10/08,上櫃,,RWSCCA,
700358　寶島科統一64購01,TW25Z7003580,2025/10/08,上櫃,,RWSCCA,
700359　鏵友益統一5A購01,TW25Z7003598,2025/10/08,上櫃,,RWSCCA,
700360　鑫聯統一5A購02,TW25Z7003606,2025/10/08,上櫃,,RWSCCA,
700361　中光電元大57購04,TW25Z7003614,2025/10/08,上櫃,,RWSCCA,
700364　弘塑元大56購04,TW25Z7003648,2025/10/08,上櫃,,RWSCCA,
700366　宜鼎元大57購02,TW25Z7003663,2025/10/08,上櫃,,RWSCCA,
700367　昇達科元大57購04,TW25Z7003671,2025/10/08,上櫃,,RWSCCA,
700377　威剛群益56購02,TW25Z7003770,2025/10/08,上櫃,,RWSCCA,
700383　光焱中信57購01,TW25Z7003838,2025/10/08,上櫃,,RWSCCE,
700385　中光電元富5A購01,TW25Z7003853,2025/10/08,上櫃,,RWSCCA,
700394　良維兆豐56購01,TW25Z7003945,2025/10/09,上櫃,,RWSCCA,
700395　中光電凱基57購02,TW25Z7003952,2025/10/09,上櫃,,RWSCCA,
700397　系微凱基57購01,TW25Z7003978,2025/10/09,上櫃,,RWSCCA,
700402　博智凱基59購01,TW25Z7004026,2025/10/09,上櫃,,RWSCCA,
700407　力旺富邦56購02,TW25Z7004075,2025/10/09,上櫃,,RWSCCE,
700408　信立富邦56購01,TW25Z7004083,2025/10/09,上櫃,,RWSCCE,
700410　中光電統一5C購01,TW25Z7004109,2025/10/09,上櫃,,RWSCCA,
700411　均豪統一56購05,TW25Z7004117,2025/10/09,上櫃,,RWSCCA,
700412　旺矽統一6A購02,TW25Z7004125,2025/10/09,上櫃,,RWSCCA,
700413　金山電統一5C購01,TW25Z7004133,2025/10/09,上櫃,,RWSCCA,
700414　長聖統一6A購02,TW25Z7004141,2025/10/09,上櫃,,RWSCCA,
700415　建榮統一6A購02,TW25Z7004158,2025/10/09,上櫃,,RWSCCA,
700416　高技統一5A購01,TW25Z7004166,2025/10/09,上櫃,,RWSCCA,
700417　聰泰統一6A購02,TW25Z7004174,2025/10/09,上櫃,,RWSCCA,
700418　力旺元大58購01,TW25Z7004182,2025/10/09,上櫃,,RWSCCA,
700419　力旺元大59購01,TW25Z7004190,2025/10/09,上櫃,,RWSCCA,
700421　宜鼎元大58購01,TW25Z7004216,2025/10/09,上櫃,,RWSCCA,
700429　弘塑群益56購04,TW25Z7004299,2025/10/09,上櫃,,RWSCCA,
700430　旺矽群益56購04,TW25Z7004307,2025/10/09,上櫃,,RWSCCA,
700436　高技群益56購01,TW25Z7004364,2025/10/09,上櫃,,RWSCCA,
700439　力旺元富57購02,TW25Z7004398,2025/10/09,上櫃,,RWSCCA,
700451　臺慶科國票5A購01,TW25Z7004513,2025/10/09,上櫃,,RWSCCA,
700452　同致中信56購01,TW25Z7004521,2025/10/09,上櫃,,RWSCCE,
700454　中光電永豐56購02,TW25Z7004547,2025/10/09,上櫃,,RWSCCA,
700456　訊聯永豐57購01,TW25Z7004562,2025/10/09,上櫃,,RWSCCA,
700460　威剛國泰55購01,TW25Z7004604,2025/10/13,上櫃,,RWSCCA,
700461　雷科國泰55購01,TW25Z7004612,2025/10/13,上櫃,,RWSCCA,
700464　良維永豐56購01,TW25Z7004646,2025/10/13,上櫃,,RWSCCA,
700467　雙鴻永豐57購01,TW25Z7004679,2025/10/13,上櫃,,RWSCCA,
700468　鑫聯永豐55購01,TW25Z7004687,2025/10/13,上櫃,,RWSCCA,
700469　中光電凱基59購01,TW25Z7004695,2025/10/13,上櫃,,RWSCCA,
700471　信立凱基56購01,TW25Z7004711,2025/10/13,上櫃,,RWSCCA,
700472　威剛凱基56購01,TW25Z7004729,2025/10/13,上櫃,,RWSCCA,
700475　雙鴻凱基55購05,TW25Z7004752,2025/10/13,上櫃,,RWSCCA,
700481　宜鼎元大58購02,TW25Z7004810,2025/10/13,上櫃,,RWSCCA,
700482　昇達科元大59購02,TW25Z7004828,2025/10/13,上櫃,,RWSCCA,
700484　原相元大56購01,TW25Z7004844,2025/10/13,上櫃,,RWSCCA,
700493　雙鴻群益55購06,TW25Z7004935,2025/10/13,上櫃,,RWSCCA,
700495　家登兆豐56購01,TW25Z7004950,2025/10/14,上櫃,,RWSCCA,
700496　聖暉*兆豐56購01,TW25Z7004968,2025/10/14,上櫃,,RWSCCA,
700499　良維凱基57購04,TW25Z7004992,2025/10/14,上櫃,,RWSCCA,
700502　泰金凱基55購01,TW25Z7005023,2025/10/14,上櫃,,RWSCCA,
700507　金益鼎國泰55購01,TW25Z7005072,2025/10/14,上櫃,,RWSCCA,
700508　雙鴻國泰55購02,TW25Z7005080,2025/10/14,上櫃,,RWSCCA,
700509　鑫聯國泰55購01,TW25Z7005098,2025/10/14,上櫃,,RWSCCA,
700514　弘塑永豐55購02,TW25Z7005148,2025/10/14,上櫃,,RWSCCA,
700515　亞信永豐57購01,TW25Z7005155,2025/10/14,上櫃,,RWSCCA,
700516　威剛永豐56購02,TW25Z7005163,2025/10/14,上櫃,,RWSCCA,
700517　竑騰永豐56購01,TW25Z7005171,2025/10/14,上櫃,,RWSCCA,
700518　博智永豐56購01,TW25Z7005189,2025/10/14,上櫃,,RWSCCA,
700520　雷科永豐55購01,TW25Z7005205,2025/10/14,上櫃,,RWSCCA,
700522　宜鼎元大59購02,TW25Z7005221,2025/10/14,上櫃,,RWSCCA,
700523　原相元大56購02,TW25Z7005239,2025/10/14,上櫃,,RWSCCA,
700530　神盾群益56購01,TW25Z7005304,2025/10/14,上櫃,,RWSCCA,
700532　雙鴻群益56購02,TW25Z7005320,2025/10/14,上櫃,,RWSCCA,
700534　良維凱基58購01,TW25Z7005346,2025/10/15,上櫃,,RWSCCA,
700538　原相凱基56購01,TW25Z7005387,2025/10/15,上櫃,,RWSCCA,
700542　雙鴻凱基59購03,TW25Z7005429,2025/10/15,上櫃,,RWSCCA,
700544　宜鼎永豐55購02,TW25Z7005445,2025/10/15,上櫃,,RWSCCA,
700545　華星光永豐57購01,TW25Z7005452,2025/10/15,上櫃,,RWSCCA,
700546　聖暉*永豐57購01,TW25Z7005460,2025/10/15,上櫃,,RWSCCA,
700547　穩得永豐56購01,TW25Z7005478,2025/10/15,上櫃,,RWSCCA,
700548　弘塑國泰55購01,TW25Z7005486,2025/10/15,上櫃,,RWSCCA,
700549　博智國泰55購01,TW25Z7005494,2025/10/15,上櫃,,RWSCCA,
700550　華星光國泰55購01,TW25Z7005502,2025/10/15,上櫃,,RWSCCA,
700551　鑫聯國泰55購02,TW25Z7005510,2025/10/15,上櫃,,RWSCCA,
700552　台燿富邦57購01,TW25Z7005528,2025/10/15,上櫃,,RWSCCE,
700553　弘塑富邦56購01,TW25Z7005536,2025/10/15,上櫃,,RWSCCE,
700554　弘塑富邦56購02,TW25Z7005544,2025/10/15,上櫃,,RWSCCE,
700555　合晶富邦56購01,TW25Z7005551,2025/10/15,上櫃,,RWSCCE,
700556　良維富邦57購02,TW25Z7005569,2025/10/15,上櫃,,RWSCCE,
700557　宜鼎富邦57購01,TW25Z7005577,2025/10/15,上櫃,,RWSCCE,
700558　鈊象富邦56購03,TW25Z7005585,2025/10/15,上櫃,,RWSCCE,
700559　萬潤富邦56購02,TW25Z7005593,2025/10/15,上櫃,,RWSCCE,
700560　廣明富邦55購04,TW25Z7005601,2025/10/15,上櫃,,RWSCCE,
700563　神盾群益56購02,TW25Z7005635,2025/10/15,上櫃,,RWSCCA,
700564　華星光群益56購02,TW25Z7005643,2025/10/15,上櫃,,RWSCCA,
700566　營邦群益56購01,TW25Z7005668,2025/10/15,上櫃,,RWSCCA,
700569　台燿元大57購03,TW25Z7005692,2025/10/15,上櫃,,RWSCCA,
700571　宜鼎元大59購03,TW25Z7005718,2025/10/15,上櫃,,RWSCCA,
700573　博智元大55購01,TW25Z7005734,2025/10/15,上櫃,,RWSCCA,
700576　鈊象元大57購01,TW25Z7005767,2025/10/15,上櫃,,RWSCCA,
700579　世界兆豐56購01,TW25Z7005791,2025/10/16,上櫃,,RWSCCA,
700580　宜鼎兆豐5A購01,TW25Z7005809,2025/10/16,上櫃,,RWSCCA,
700581　大宇資國票55購01,TW25Z7005817,2025/10/16,上櫃,,RWSCCA,
700582　弘塑國票59購01,TW25Z7005825,2025/10/16,上櫃,,RWSCCA,
700583　威剛國票55購02,TW25Z7005833,2025/10/16,上櫃,,RWSCCA,
700584　美琪瑪國票55購01,TW25Z7005841,2025/10/16,上櫃,,RWSCCA,
700585　神盾國票58購01,TW25Z7005858,2025/10/16,上櫃,,RWSCCA,
700588　穩懋國票55購01,TW25Z7005882,2025/10/16,上櫃,,RWSCCA,
700590　台燿元大57購04,TW25Z7005908,2025/10/16,上櫃,,RWSCCA,
700594　原相元大5A購01,TW25Z7005940,2025/10/16,上櫃,,RWSCCA,
700595　華星光元大59購01,TW25Z7005957,2025/10/16,上櫃,,RWSCCA,
700598　弘塑國泰55購02,TW25Z7005981,2025/10/16,上櫃,,RWSCCA,
700599　宇峻國泰55購01,TW25Z7005999,2025/10/16,上櫃,,RWSCCA,
700600　良維國泰55購01,TW25Z7006005,2025/10/16,上櫃,,RWSCCA,
700601　宜鼎國泰55購01,TW25Z7006013,2025/10/16,上櫃,,RWSCCA,
700602　威剛國泰55購02,TW25Z7006021,2025/10/16,上櫃,,RWSCCA,
700603　臺慶科國泰55購01,TW25Z7006039,2025/10/16,上櫃,,RWSCCA,
700604　智通*富邦56購01,TW25Z7006047,2025/10/16,上櫃,,RWSCCE,
700605　順達富邦55購02,TW25Z7006054,2025/10/16,上櫃,,RWSCCE,
700607　宜鼎凱基59購01,TW25Z7006070,2025/10/16,上櫃,,RWSCCA,
700608　昇達科凱基59購01,TW25Z7006088,2025/10/16,上櫃,,RWSCCA,
700609　信立凱基56購02,TW25Z7006096,2025/10/16,上櫃,,RWSCCA,
700610　威剛凱基56購02,TW25Z7006104,2025/10/16,上櫃,,RWSCCA,
700613　緯軟凱基57購01,TW25Z7006138,2025/10/16,上櫃,,RWSCCA,
700614　營邦凱基56購01,TW25Z7006146,2025/10/16,上櫃,,RWSCCA,
700616　立碁元富55購01,TW25Z7006161,2025/10/16,上櫃,,RWSCCA,
700620　國眾元富55購01,TW25Z7006203,2025/10/16,上櫃,,RWSCCA,
700623　智通*永豐55購01,TW25Z7006237,2025/10/16,上櫃,,RWSCCA,
700624　雍智永豐56購01,TW25Z7006245,2025/10/16,上櫃,,RWSCCA,
700630　博智國泰55購02,TW25Z7006302,2025/10/17,上櫃,,RWSCCA,
700631　聯合國泰55購01,TW25Z7006310,2025/10/17,上櫃,,RWSCCA,
700635　弘塑元大57購02,TW25Z7006351,2025/10/17,上櫃,,RWSCCA,
700638　原相元大5A購02,TW25Z7006385,2025/10/17,上櫃,,RWSCCA,
700647　鈊象凱基56購01,TW25Z7006476,2025/10/17,上櫃,,RWSCCA,
700650　弘塑元富55購02,TW25Z7006500,2025/10/17,上櫃,,RWSCCA,
700654　正淩國票56購01,TW25Z7006542,2025/10/17,上櫃,,RWSCCA,
700655　立端國票55購01,TW25Z7006559,2025/10/17,上櫃,,RWSCCA,
700656　宜鼎國票55購01,TW25Z7006567,2025/10/17,上櫃,,RWSCCA,
700657　東浦國票55購01,TW25Z7006575,2025/10/17,上櫃,,RWSCCA,
700658　金山電國票55購02,TW25Z7006583,2025/10/17,上櫃,,RWSCCA,
700660　信音國票56購01,TW25Z7006609,2025/10/17,上櫃,,RWSCCA,
700661　宣德國票55購02,TW25Z7006617,2025/10/17,上櫃,,RWSCCA,
700662　常珵國票55購01,TW25Z7006625,2025/10/17,上櫃,,RWSCCA,
700664　蜜望實國票56購01,TW25Z7006641,2025/10/17,上櫃,,RWSCCA,
700665　鴻呈國票55購01,TW25Z7006658,2025/10/17,上櫃,,RWSCCA,
700666　雙鴻國票55購02,TW25Z7006666,2025/10/17,上櫃,,RWSCCA,
700667　IET中信55購01,TW25Z7006674,2025/10/17,上櫃,,RWSCCE,
700668　鈊象中信55購01,TW25Z7006682,2025/10/17,上櫃,,RWSCCE,
700669　良維永豐56購02,TW25Z7006690,2025/10/17,上櫃,,RWSCCA,
700670　中光電統一6A購03,TW25Z7006708,2025/10/17,上櫃,,RWSCCA,
700671　正德統一5A購01,TW25Z7006716,2025/10/17,上櫃,,RWSCCA,
700672　旺矽統一5A購01,TW25Z7006724,2025/10/17,上櫃,,RWSCCA,
700673　信昌電統一6A購01,TW25Z7006732,2025/10/17,上櫃,,RWSCCA,
700674　信昌電統一6A購02,TW25Z7006740,2025/10/17,上櫃,,RWSCCA,
700675　高技統一5A購02,TW25Z7006757,2025/10/17,上櫃,,RWSCCA,
700676　高技統一6A購01,TW25Z7006765,2025/10/17,上櫃,,RWSCCA,
700677　高技統一6A購02,TW25Z7006773,2025/10/17,上櫃,,RWSCCA,
700678　智通*統一6A購01,TW25Z7006781,2025/10/17,上櫃,,RWSCCA,
700679　智擎統一6A購01,TW25Z7006799,2025/10/17,上櫃,,RWSCCA,
700680　華星光統一58購03,TW25Z7006807,2025/10/17,上櫃,,RWSCCA,
700681　鈊象統一6A購01,TW25Z7006815,2025/10/17,上櫃,,RWSCCA,
700682　萬潤統一6A購02,TW25Z7006823,2025/10/17,上櫃,,RWSCCA,
700683　雍智統一6A購01,TW25Z7006831,2025/10/17,上櫃,,RWSCCA,
700684　雍智統一6A購02,TW25Z7006849,2025/10/17,上櫃,,RWSCCA,
700685　臺慶科統一5A購01,TW25Z7006856,2025/10/17,上櫃,,RWSCCA,
700686　臺慶科統一6A購01,TW25Z7006864,2025/10/17,上櫃,,RWSCCA,
700687　緯軟統一6A購01,TW25Z7006872,2025/10/17,上櫃,,RWSCCA,
700688　營邦統一6A購01,TW25Z7006880,2025/10/17,上櫃,,RWSCCA,
700689　聯合統一61購01,TW25Z7006898,2025/10/17,上櫃,,RWSCCA,
700692　信昌電群益56購01,TW25Z7006922,2025/10/17,上櫃,,RWSCCA,
700699　良維凱基56購03,TW25Z7006997,2025/10/20,上櫃,,RWSCCA,
700701　信昌電凱基56購01,TW25Z7007011,2025/10/20,上櫃,,RWSCCA,
700703　博智凱基56購02,TW25Z7007037,2025/10/20,上櫃,,RWSCCA,
700706　中光電統一5A購01,TW25Z7007060,2025/10/20,上櫃,,RWSCCA,
700707　弘塑統一58購01,TW25Z7007078,2025/10/20,上櫃,,RWSCCA,
700708　信立統一6A購01,TW25Z7007086,2025/10/20,上櫃,,RWSCCA,
700709　神盾統一5C購02,TW25Z7007094,2025/10/20,上櫃,,RWSCCA,
700710　智通*統一6A購02,TW25Z7007102,2025/10/20,上櫃,,RWSCCA,
700711　華星光統一6A購01,TW25Z7007110,2025/10/20,上櫃,,RWSCCA,
700712　聖暉*統一6A購02,TW25Z7007128,2025/10/20,上櫃,,RWSCCA,
700717　宜鼎元大5A購01,TW25Z7007177,2025/10/20,上櫃,,RWSCCA,
700720　旺矽元大56購02,TW25Z7007201,2025/10/20,上櫃,,RWSCCA,
700723　聖暉*兆豐56購02,TW25Z7007235,2025/10/20,上櫃,,RWSCCA,
